[2018-05-09 00:15:44] [INFO] 启动chrome浏览器
[2018-05-09 00:15:51] [INFO] 打开网址http://127.0.0.1:8088/Discuz_X3.2_SC_GBK/upload/forum.php
[2018-05-09 00:15:51] [INFO] 找到对元素
[2018-05-09 00:15:51] [INFO] 输入成功
[2018-05-09 00:15:51] [INFO] 找到对元素
[2018-05-09 00:15:51] [INFO] 输入成功
[2018-05-09 00:15:51] [INFO] 找到对元素
[2018-05-09 00:15:51] [INFO] 点击成功
[2018-05-09 00:15:57] [INFO] 找到对元素
[2018-05-09 00:15:58] [INFO] 点击成功
[2018-05-09 00:16:00] [INFO] 找到对元素
[2018-05-09 00:16:00] [INFO] 输入成功
[2018-05-09 00:16:00] [INFO] 找到对元素
[2018-05-09 00:16:00] [INFO] 输入成功
[2018-05-09 00:16:02] [INFO] 找到对元素
[2018-05-09 00:16:05] [INFO] 点击成功
[2018-05-09 00:16:07] [INFO] 找到对元素
[2018-05-09 00:16:08] [INFO] 点击成功
[2018-05-09 00:16:08] [ERROR] 未找到对应元素
